source_file,date,time,ticker,side,strike,option_type,expiry,dte,price,bid_ask_range,spot,size,premium,volume,oi,vol_oi,chain_bid_ask,share_eqv,iv_pct,delta,theta,gamma,vega,rho,theo,sector,industry,earnings,rule,contract
TLN_12.19_500call2026-08-21.txt,2025-12-16,04:33:19,TLN,BID,240,call,2026-02-20,63d,$353.38,$116.30 - $119.80,$117.95,4,$47K,4,2,2.00,100%,368,72.12,0.9204,-0.1218,0.0014,0.2242,0.3805,117.95,Utilities,Utilities - Independent Power Producers,69,,240 call 2026-02-20
TLN_12.19_500call2026-08-21.txt,2025-12-16,02:32:57,TLN,ASK,345,put,2025-12-19,0d,$357.88,$6.60 - $7.70,$7.70,450,$347K,455,83,5.48,100%,"-14,887",89.64,-0.3308,-1.5214,0.0108,0.1358,-0.0138,7.70,Utilities,Utilities - Independent Power Producers,69,,345 put 2025-12-19
TLN_12.19_500call2026-08-21.txt,2025-12-16,02:32:57,TLN,BID,380,call,2025-12-26,7d,$357.88,$6.40 - $9.30,$7.82,200,$156K,201,20,10.05,100%,"6,346",64.95,0.3173,-0.654,0.0088,0.2214,0.0319,7.82,Utilities,Utilities - Independent Power Producers,69,,380 call 2025-12-26
TLN_12.19_500call2026-08-21.txt,2025-12-12,23:00:48,TLN,BID,420,call,2026-03-20,91d,$364.32,$22.00 - $24.70,$22.50,"4,000",$9M,"4,000",470,8.51,100%,"145,724",55.66,0.3643,-0.202,0.0036,0.7091,0.2959,22.50,Utilities,Utilities - Independent Power Producers,69,,420 call 2026-03-20
TLN_12.19_500call2026-08-21.txt,2025-12-12,22:30:18,TLN,BID,360,call,2025-12-26,7d,$370.01,$21.30 - $26.00,$23.55,60,$141K,60,7,8.57,100%,"3,669",63.50,0.6114,-0.6306,0.0083,0.2777,0.0777,23.55,Utilities,Utilities - Independent Power Producers,69,,360 call 2025-12-26
TLN_12.19_500call2026-08-21.txt,2025-12-12,22:30:18,TLN,BID,365,call,2025-12-26,7d,$370.01,$18.30 - $22.70,$20.48,60,$123K,60,7,8.57,100%,"3,412",62.22,0.5687,-0.6335,0.0087,0.2848,0.0729,20.48,Utilities,Utilities - Independent Power Producers,69,,365 call 2025-12-26
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:57:01,TLN,ASK,362.5,call,2025-12-12,-7d,$367.93,$6.90 - $10.00,$8.52,69,$59K,90,10,9.00,80%,"4,577",70.46,0.6634,-2.4774,0.0269,0.0703,0.0065,8.52,Utilities,Utilities - Independent Power Producers,69,,362.5 call 2025-12-12
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:38:51,TLN,BID,385,call,2025-12-19,0d,$367.76,$7.90 - $8.60,$8.02,153,$123K,202,54,3.74,100%,"5,245",67.95,0.3428,-0.8503,0.0099,0.2001,0.0259,8.02,Utilities,Utilities - Independent Power Producers,69,Floor Trade Large Cap,385 call 2025-12-19
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:00:11,TLN,BID,400,put,2025-12-12,-7d,$365.53,$32.50 - $36.30,$33.92,22,$75K,22,4,5.50,100%,"-1,909",149.01,-0.8679,-3.0485,0.0075,0.0409,-0.0097,36.30,Utilities,Utilities - Independent Power Producers,69,,400 put 2025-12-12
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:00:11,TLN,BID,435,put,2025-12-12,-7d,$365.53,$67.50 - $71.30,$68.66,15,$103K,15,2,7.50,100%,"-1,363",237.97,-0.909,-3.7263,0.0036,0.0313,-0.0111,71.30,Utilities,Utilities - Independent Power Producers,69,,435 put 2025-12-12
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:00:11,TLN,ASK,470,put,2025-12-19,0d,$365.53,$102.50 - $106.30,$104.44,30,$313K,30,4,7.50,100%,"-2,780",110.76,-0.9266,-0.5201,0.0023,0.0753,-0.0975,106.30,Utilities,Utilities - Independent Power Producers,69,,470 put 2025-12-19
TLN_12.19_500call2026-08-21.txt,2025-12-12,04:00:11,TLN,ASK,395,put,2025-12-12,-7d,$365.53,$27.50 - $31.30,$29.87,30,$90K,30,4,7.50,100%,"-2,835",91.35,-0.9449,-0.9719,0.0064,0.0213,-0.0103,29.87,Utilities,Utilities - Independent Power Producers,69,,395 put 2025-12-12
TLN_12.19_500call2026-08-21.txt,2025-12-12,02:30:19,TLN,BID,362.5,call,2025-12-19,0d,$359.08,$12.80 - $14.00,$13.30,32,$43K,35,1,35.00,100%,"1,550",70.16,0.4844,-0.9298,0.0107,0.2119,0.0352,13.30,Utilities,Utilities - Independent Power Producers,69,,362.5 call 2025-12-19
TLN_12.19_500call2026-08-21.txt,2025-12-11,01:19:43,TLN,ASK,357.5,put,2025-12-19,0d,$351.97,$16.70 - $18.60,$17.80,25,$45K,25,0,-,100%,"-1,345",66.98,-0.538,-0.8161,0.0107,0.2195,-0.0511,17.80,Utilities,Utilities - Independent Power Producers,69,,357.5 put 2025-12-19
