time_key,分时_MA3,分时_MA5,VWAP,分时趋势结构,上下影线结构,分时量能趋势,成交金额趋势,涨跌幅强度,现价,换手率,昨收,成交量,成交额,昨日最高,昨日最低,反抽次数,OPEN强度,高点结构,早盘低点,托单压单,买一量,卖一量,score
2025-12-09 10:30:00,23.693,23.684,24.343,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:31:00,23.66,23.698,24.339,震荡,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:32:00,23.677,23.702,24.336,弱上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:33:00,23.71,23.686,24.335,震荡,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:34:00,23.73,23.694,24.334,震荡,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:35:00,23.763,23.744,24.331,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:36:00,23.863,23.808,24.33,强上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:37:00,23.903,23.83,24.328,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:38:00,23.927,23.874,24.328,强上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:39:00,23.923,23.924,24.327,强上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:40:00,23.923,23.926,24.325,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:41:00,23.893,23.892,24.325,下降,正常,缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:42:00,23.857,23.896,24.324,下降,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:43:00,23.86,23.886,24.323,震荡,长上影(抛压),平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:44:00,23.883,23.868,24.323,下降,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:45:00,23.913,23.89,24.322,弱上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:46:00,23.93,23.908,24.321,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:47:00,23.923,23.908,24.321,弱上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:48:00,23.903,23.916,24.32,弱上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:49:00,23.927,23.934,24.319,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:50:00,23.967,23.94,24.318,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:51:00,23.967,23.938,24.317,弱上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:52:00,23.913,23.928,24.316,震荡,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:53:00,23.873,23.922,24.315,震荡,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:54:00,23.863,23.9,24.315,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:55:00,23.887,23.88,24.314,下降,长上影(抛压),平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:56:00,23.91,23.888,24.313,震荡,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:57:00,23.95,23.922,24.313,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:58:00,23.977,23.942,24.312,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 10:59:00,23.97,23.952,24.311,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:00:00,23.957,23.964,24.311,强上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:01:00,23.927,23.952,24.31,弱上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:02:00,23.913,23.93,24.31,下降,长上影(抛压),缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:03:00,23.877,23.904,24.309,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:04:00,23.86,23.886,24.308,下降,长下影(承接),平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:05:00,23.857,23.87,24.308,下降,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:06:00,23.9,23.888,24.307,弱上升,正常,平量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:07:00,23.953,23.91,24.307,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:08:00,23.99,23.938,24.306,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:09:00,24.063,24.01,24.305,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:10:00,24.19,24.11,24.305,强上升,正常,爆量(拉升),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:11:00,24.367,24.218,24.306,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:12:00,24.427,24.294,24.307,强上升,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:13:00,24.387,24.348,24.307,强上升,长下影(承接),缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:14:00,24.28,24.348,24.307,强上升,正常,缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:15:00,24.233,24.32,24.307,下降,正常,缩量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:16:00,24.227,24.264,24.307,下降,正常,缩量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:17:00,24.223,24.226,24.307,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:18:00,24.197,24.206,24.307,下降,正常,缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:19:00,24.167,24.196,24.307,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:20:00,24.13,24.164,24.306,下降,正常,平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:21:00,24.1,24.13,24.306,下降,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:22:00,24.087,24.114,24.306,下降,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:23:00,24.123,24.12,24.305,震荡,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:24:00,24.167,24.13,24.305,弱上升,长上影(抛压),平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:25:00,24.193,24.152,24.305,强上升,正常,缩量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:26:00,24.193,24.176,24.305,强上升,长上影(抛压),缩量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:27:00,24.193,24.194,24.305,强上升,正常,缩量(无量上冲),流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:28:00,24.207,24.202,24.305,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:29:00,24.233,24.216,24.305,强上升,正常,平量,流入,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
2025-12-09 11:30:00,24.257,24.232,24.304,强上升,长上影(抛压),平量,流出,3.94%,24.27,23.012,23.35,183678134,446420.42,23.35,22.76,0,极强(1.18%),正常,18.11,均衡 (委比:0.91),257300,300200,60.0
